GEOID,COUNTY,POP_TOT,MALE_POP,FEMALE_POP,GDP,DEGREE_TOT,BACHELOR,MASTER,PROFFE,DOCTOR,TOT_NO_INS,MALE_INS,FEMALE_INS,BOTH_INS,TOT_POV,MALE_POV,FEMALE_POV,TOT_COMM,OTHER_COMM,preciMax,maxTemp,PER_PROF,PER_POV,POP_GRAD,PER_NO_INS,PER_COMM,PER_MALE
08109,"Saguache County, Colorado",6338,3141,3197,22267,4551,774,295,46,69,6320,621,619,1240,1327,573,754,2461,21,3,74.4,6.468917639633954,20.937204165351847,410,99.71599873777217,38.82928368570527,0.4955822025875671
08111,"San Juan County, Colorado",569,301,268,28889,433,109,17,0,3,569,35,33,68,19,8,11,305,0,9.9,65.2,3.51493848857645,3.3391915641476273,20,100,53.60281195079086,0.5289982425307557
08113,"San Miguel County, Colorado",7804,4150,3654,42015,5843,2278,611,196,76,7778,496,323,819,815,331,484,4669,137,3.24,81.7,11.314710404920554,10.443362378267555,883,99.6668375192209,59.82829318298309,0.5317785750896976
08115,"Sedgwick County, Colorado",2357,1176,1181,24666,1656,223,101,10,10,2327,146,75,221,392,174,218,962,1,3.16,92.9,5.133644463300806,16.63131098854476,121,98.72719558761138,40.81459482392872,0.4989393296563428
08117,"Summit County, Colorado",29722,16218,13504,37192,22379,7963,2097,378,256,29644,3689,2657,6346,3063,1559,1504,18796,89,5.09,70.6,9.188479913868514,10.305497611197094,2731,99.73756813135051,63.23935132225288,0.5456564161227374
08119,"Teller County, Colorado",23769,11926,11843,34974,17929,3780,1884,283,175,23535,1173,1043,2216,1760,772,988,11553,218,5.45,75.1,9.853170095502545,7.4046026336825275,2342,99.01552442256721,48.605326265303546,0.5017459716437377
08121,"Washington County, Colorado",4809,2485,2324,26279,3377,428,102,21,8,4521,165,104,269,443,187,256,2174,12,3.28,92.4,2.724059055936785,9.211894364732792,131,94.01122894572676,45.20690372218756,0.5167394468704513
08123,"Weld County, Colorado",285729,143783,141946,29226,181832,33853,11609,1918,1667,283372,13230,12201,25431,31353,13771,17582,136910,984,3.93,90.7,5.317626142253674,10.972984891278099,15194,99.17509248273714,47.9160323243353,0.5032145844489009
08125,"Yuma County, Colorado",10109,5010,5099,24789,6649,924,425,24,24,9967,708,622,1330,1425,669,756,4918,7,3.44,92.6,4.6789989118607185,14.096349787318232,473,98.59531110891285,48.64971807300425,0.495597981996241
09001,"Fairfield County, Connecticut",947328,461380,485948,53433,642401,165926,97357,24568,10645,938998,51283,39330,90613,81422,35594,45828,464718,2935,7.21,82.5,13.994097081475477,8.594911160653966,132570,99.12068470476963,49.055659708147545,0.48703300229698687
09003,"Hartford County, Connecticut",897417,435729,461688,37817,622863,132166,73605,18361,8559,883429,26376,19817,46193,97996,43115,54881,436724,2954,8.81,83,11.201593016401517,10.919784225170684,100525,98.44130432117956,48.66455616508268,0.48553682401826576
09005,"Litchfield County, Connecticut",184454,91198,93256,40619,135410,27496,15326,2795,1747,183145,5355,3754,9109,12400,5986,6414,95797,703,7.73,80.1,10.771249200342632,6.722543289925944,19868,99.2903379704425,51.935441898793194,0.49442137335053726
09007,"Middlesex County, Connecticut",164110,80227,83883,43695,118781,27082,15729,3308,2287,162181,3669,2977,6646,11433,4897,6536,86920,789,8.28,81.9,12.993723721893852,6.9666686978246295,21324,98.82456888672232,52.964475047224425,0.48886112973005913
09009,"New Haven County, Connecticut",862127,415863,446264,35085,595779,111795,64560,17317,12706,851682,28445,22613,51058,100732,44632,56100,417961,2443,8.48,82.4,10.970889439722917,11.684125424676411,94583,98.78846156076773,48.48021231210715,0.4823686069453804
09011,"New London County, Connecticut",270772,135581,135191,36881,188628,34115,21043,3979,3011,258628,7144,4616,11760,25689,11292,14397,138125,812,8.4,80.7,10.352990708049576,9.487317743341261,28033,95.51504586884907,51.01155215458024,0.5007201630892412
09013,"Tolland County, Connecticut",151596,76162,75434,37830,95679,21525,12436,2009,2034,148725,3005,2264,5269,8798,4151,4647,77021,538,8.73,81.3,10.870339586796485,5.803583208000211,16479,98.10615055806221,50.806749518456954,0.5024011187630281
09015,"Windham County, Connecticut",116674,57906,58768,29993,80756,11950,6007,902,853,114975,3366,2728,6094,12313,5016,7297,56733,426,8.81,80.7,6.652724685876888,10.553336647410735,7762,98.54380581792002,48.62522927130295,0.4963059464833639
10001,"Kent County, Delaware",173145,83544,89601,27420,114160,16509,7513,1501,1314,169720,7320,5550,12870,21743,9226,12517,78253,514,8.12,87.1,5.964942678102169,12.557682866961217,10328,98.02188916803836,45.195067717808776,0.48250887984059604
10003,"New Castle County, Delaware",555036,268818,286218,34541,377959,77875,40364,8320,8338,546567,17895,14731,32626,64082,27791,36291,264579,1696,6.72,86.3,10.27356784064457,11.545557405285424,57022,98.4741530279117,47.668799861630596,0.48432534105895836
10005,"Sussex County, Delaware",215551,104514,111037,31874,159421,23094,12765,2482,1694,212852,9362,7236,16598,25479,10698,14781,92519,834,9.39,88.4,7.859392904695408,11.820404451846663,16941,98.74786013518842,42.92209268340207,0.48486901011825506
12001,"Alachua County, Florida",259865,125712,134153,26431,156332,32960,17680,6608,7422,257247,15319,12138,27457,57060,27367,29693,118344,1192,14.33,90.5,12.202489754295499,21.95755488426683,31710,98.99255382602504,45.540569141669714,0.4837588748003771
12003,"Baker County, Florida",27537,14422,13115,22440,18290,1689,481,137,88,25058,1711,1319,3030,4277,2096,2181,10222,228,10.59,92.3,2.563823219668083,15.531829901586956,706,90.99756690997567,37.120964520463374,0.5237317064313469
12005,"Bay County, Florida",180117,89542,90575,26742,125643,18081,7349,1635,1020,175626,14080,12232,26312,27248,12137,15111,81647,662,11.61,91.4,5.55416756885802,15.127944613778821,10004,97.50662069654724,45.32997995747209,0.49713241948289166
12007,"Bradford County, Florida",26775,14754,12021,19656,19351,1480,405,97,34,23490,2005,1525,3530,4394,1852,2542,9076,127,14.32,91,2.0018674136321195,16.41083099906629,536,87.73109243697479,33.89729225023343,0.5510364145658263
12009,"Brevard County, Florida",568183,277666,290517,29405,418908,73154,35542,5320,4845,563561,36075,31778,67853,75104,34590,40514,236201,3210,17.21,90.4,8.044415267616243,13.218276505984868,45707,99.18652969201824,41.571289531717774,0.4886911435224215
12011,"Broward County, Florida",1890416,920265,970151,30109,1327173,266661,103605,32909,14677,1878890,159681,147249,306930,262306,116979,145327,912672,10548,13.37,91.8,7.997763455239482,13.875570244856158,151191,99.39029293023334,48.27889734323027,0.4868055496779545
12013,"Calhoun County, Florida",14458,7872,6586,15927,10281,755,189,21,17,12431,1142,1222,2364,1591,632,959,4621,130,12.41,91.8,1.5700650159081477,11.004288283303362,227,85.98008023239728,31.96154378198921,0.5444736478074422
12015,"Charlotte County, Florida",173236,84432,88804,29243,141419,19864,8793,1975,1011,169791,11517,10061,21578,20274,9370,10904,57316,958,13.61,92.8,6.799395044909834,11.703110208039899,11779,98.01138331524625,33.08550185873606,0.48738137569558293
12017,"Citrus County, Florida",141373,68487,72886,25034,112033,12905,5055,1315,719,139310,8381,7643,16024,24123,10271,13852,44034,871,8.73,91.7,5.014394544927249,17.06337136511215,7089,98.54073974521302,31.147390237174,0.4844418665516046
12019,"Clay County, Florida",203291,100119,103172,28599,137354,22532,7511,1404,1109,200260,11631,10289,21920,20998,9584,11414,91495,1181,14.15,91.5,4.930862655011781,10.329035717272285,10024,98.50903384803065,45.00691127497036,0.4924910596140508
12021,"Collier County, Florida",356774,175608,181166,41239,268314,55109,25467,8859,4295,354838,33326,29277,62603,45385,21209,24176,146557,1844,16.87,91.9,10.825060122094099,12.720938184957424,38621,99.45735956095456,41.07838575680963,0.4922107552680408
12023,"Columbia County, Florida",68484,35425,33059,22855,47213,5077,1950,495,229,63751,4238,4248,8486,10649,4619,6030,25516,76,10.37,91.7,3.904561649436365,15.5496174288885,2674,93.088896676596,37.25833771391858,0.5172741078208049
12027,"DeSoto County, Florida",35675,20184,15491,17892,25193,2002,705,135,53,33928,5235,2074,7309,10086,5700,4386,12477,64,13.87,92.6,2.503153468815697,28.2718990889979,893,95.1030133146461,34.97407147862649,0.5657743517869657
12029,"Dixie County, Florida",16323,9048,7275,19342,12309,782,201,91,52,14786,1366,1219,2585,3471,1610,1861,4640,83,12.61,91,2.1074557373031917,21.264473442381917,344,90.5838387551308,28.426147154322123,0.5543098695092814
12031,"Duval County, Florida",912043,442115,469928,28593,617788,120073,41312,10789,4947,892880,61734,52896,114630,143014,62638,80376,434581,4630,11.16,91.5,6.2549682416289585,15.680620321629572,57048,97.89889292500463,47.64917882161258,0.4847523636495209
12033,"Escambia County, Florida",309924,153834,156090,25666,206004,35438,13034,3146,1847,294389,17978,14713,32691,42457,19734,22723,141080,1066,17.5,90.8,5.816587292368451,13.699164956569998,18027,94.98748080174495,45.520837366580196,0.4963603980330662
12035,"Flagler County, Florida",105015,50436,54579,25741,79267,11826,5183,1153,524,104651,7308,6553,13861,13839,6692,7147,38746,258,11.68,91.3,6.5324001333142885,13.178117411798315,6860,99.65338285006904,36.895681569299626,0.4802742465362091
12037,"Franklin County, Florida",11675,6727,4948,23524,8891,994,495,62,88,10009,935,956,1891,2012,953,1059,4232,119,16.12,91.2,5.524625267665953,17.23340471092077,645,85.73019271948608,36.24839400428265,0.5761884368308351
12039,"Gadsden County, Florida",46113,21869,24244,19252,31955,3391,1395,167,244,43233,3793,2826,6619,10495,4806,5689,16174,363,11.16,91.3,3.91646607247414,22.75930865482619,1806,93.75447270834688,35.07470778305467,0.4742480428512567
12041,"Gilchrist County, Florida",17191,8983,8208,21145,11602,985,336,76,39,15895,1589,1290,2879,3124,1532,1592,6331,57,12.16,90.9,2.6234657669710897,18.172299459019253,451,92.46117154324938,36.827409691117445,0.5225408644057937
12043,"Glades County, Florida",13197,7479,5718,20476,9894,745,301,5,26,11921,1482,1092,2574,2140,1130,1010,3990,81,10.97,93.1,2.5157232704402515,16.215806622717285,332,90.33113586421156,30.234144123664468,0.5667197090247783
12045,"Gulf County, Florida",16018,9595,6423,21085,12127,1527,434,222,66,13612,1124,775,1899,2029,1127,902,5843,194,15.34,91.4,4.507429142215008,12.6669996254214,722,84.97939817705081,36.47771257335498,0.5990136096890998
12047,"Hamilton County, Florida",14238,8228,6010,16109,9895,737,193,65,14,10897,771,711,1482,2896,1239,1657,3777,21,9.16,91.6,1.9103806714426184,20.33993538418317,272,76.53462564966989,26.527602191319005,0.577890153111392
12049,"Hardee County, Florida",27326,14716,12610,18643,17288,1210,484,99,26,25591,2072,1901,3973,6248,2756,3492,9722,30,15.33,92.8,2.228646710092952,22.864671009295176,609,93.65073556319989,35.577837956524924,0.538534728829686
12051,"Hendry County, Florida",39064,20716,18348,18426,24397,1298,626,69,68,38293,6325,4138,10463,9739,4998,4741,15975,505,13.56,92.6,1.953204996928118,24.93088265410608,763,98.02631578947368,40.89442965390129,0.5303092361253328
12053,"Hernando County, Florida",179144,85782,93362,23495,133405,15106,5925,903,846,177193,12618,10820,23438,25322,11556,13766,62684,870,10.25,91.6,4.283704729156433,14.134997543875318,7674,98.91093198767472,34.99084535345867,0.47884383512704864
12055,"Highlands County, Florida",100177,48518,51659,23020,76171,8281,3464,754,554,99076,7614,6486,14100,18495,8596,9899,31391,204,13.8,93,4.763568483783703,18.462321690607624,4772,98.90094532677162,31.335536101101052,0.4843227487347395
12057,"Hillsborough County, Florida",1351087,658639,692448,29806,912588,186135,73698,19769,12010,1339107,101021,85619,186640,208195,94491,113704,642522,5708,11.81,91.5,7.8068251711399785,15.40944439551265,105477,99.11330654502633,47.55593089120094,0.4874882224460749
12059,"Holmes County, Florida",19483,10449,9034,18402,13927,1121,341,108,30,17661,1714,1593,3307,4679,2148,2531,6311,62,11.13,91.2,2.4585536108402195,24.015808653698095,479,90.64825745521738,32.39234204178001,0.5363137093876713
12061,"Indian River County, Florida",147981,71064,76917,33122,112585,19263,8313,2485,1269,146713,10392,9751,20143,18617,8008,10609,54944,524,15.65,91.2,8.154425230266048,12.580669139957157,12067,99.14313324007811,37.12909089680432,0.4802238125164717
12063,"Jackson County, Florida",48571,26887,21684,18126,35379,2813,1588,294,260,40961,2707,2171,4878,8792,4228,4564,16062,229,11.78,91.9,4.410038912108048,18.101336188260486,2142,84.33221469601203,33.06911531572337,0.5535607667126474
12065,"Jefferson County, Florida",14085,7554,6531,22452,10932,1390,600,158,165,11547,418,481,899,1601,638,963,4783,0,9.98,90.6,6.553070642527511,11.36670216542421,923,81.98083067092652,33.958111466098686,0.5363152289669861
12067,"Lafayette County, Florida",8684,5104,3580,21955,6159,420,266,174,0,7127,901,501,1402,1264,505,759,2419,0,12.1,91.6,5.066789497927222,14.555504375863658,440,82.07047443574389,27.855826807922615,0.5877475817595578
12069,"Lake County, Florida",326215,157897,168318,25991,239378,34652,14252,3038,1578,322861,21224,18051,39275,41353,19298,22055,128861,1076,12.55,92.4,5.78391551584078,12.67660898487194,18868,98.97184372269822,39.501862268749136,0.4840274052388762
12071,"Lee County, Florida",700165,342731,357434,30233,521569,89211,35957,10984,5864,694456,58393,49711,108104,102539,46691,55848,281958,5213,14.56,92,7.541793720051702,14.64497654124385,52805,99.18462076796183,40.2702220190955,0.48950033206458476
12073,"Leon County, Florida",285890,135980,149910,28548,167484,42853,20979,6265,6136,282509,14499,11279,25778,56180,27034,29146,141046,1268,10.61,90.8,11.675819371086781,19.650914687467207,33380,98.81737731295253,49.33575850851726,0.47563748294798697
12075,"Levy County, Florida",39713,19415,20298,21043,28851,2183,883,175,204,39408,3347,3204,6551,8595,4015,4580,14051,78,11.65,90.4,3.1778007201671996,21.642786996701332,1262,99.23198952484073,35.38136126709138,0.4888827336136781
12077,"Liberty County, Florida",8347,5216,3131,16937,5655,397,124,32,77,6919,936,568,1504,1230,678,552,2418,112,13.8,91.7,2.7914220678087935,14.735833233497065,233,82.89205702647658,28.968491673655205,0.6248951719180544
12079,"Madison County, Florida",18518,9804,8714,17192,13354,993,548,38,92,16500,1359,946,2305,5241,2469,2772,5816,102,10.03,91,3.661302516470461,28.30219246138892,678,89.10249486985636,31.407279403823306,0.5294308240630737
12081,"Manatee County, Florida",363542,175761,187781,30477,268791,47990,21951,4748,3487,360684,26252,23853,50105,48234,21184,27050,148023,1234,14.96,91.9,8.303304707571614,13.267792992281498,30186,99.21384599303519,40.71689103322312,0.4834682100004951
12083,"Marion County, Florida",343778,164984,178794,23598,255204,32915,12020,3216,1261,335286,25331,19934,45265,58762,26807,31955,117635,1303,11.5,91.7,4.798736393835557,17.093007696827605,16497,97.52980120891971,34.218303672719024,0.4799143633391316
12085,"Martin County, Florida",155719,77098,78621,38021,119437,23988,9700,3183,1712,152694,11353,7476,18829,16624,7622,9002,63371,852,14.87,92.3,9.372652020626898,10.675640095299867,14595,98.05739826225445,40.6957404041896,0.49510978108002235
12086,"Miami-Dade County, Florida",2702602,1311997,1390605,25481,1906299,339002,119394,50889,20911,2676045,287986,264816,552802,505182,222637,282545,1251193,11478,11.93,92,7.0744415936937814,18.692430479959683,191194,99.01735438662445,46.295865983966564,0.485456978127005
12087,"Monroe County, Florida",76745,40218,36527,39176,59730,11850,4737,1420,985,74716,7533,6858,14391,9562,4617,4945,40401,915,11.03,91.6,9.306143722718092,12.45944361196169,7142,97.35617955567137,52.643168936087044,0.5240471691966904
12089,"Nassau County, Florida",78435,38706,39729,33337,56914,9931,4003,1002,523,77522,5395,4194,9589,8866,3942,4924,34360,326,9.8,92.2,7.047874035825843,11.303627207241664,5528,98.83597883597884,43.80697392745586,0.49347867661120676
12091,"Okaloosa County, Florida",197591,100239,97352,30775,134736,25077,11567,1869,1599,185509,13470,11726,25196,21997,9972,12025,93255,1804,16.71,90.5,7.6091522387153265,11.132592071501232,15035,93.88534902905496,47.19597552520105,0.5073054946834623
12093,"Okeechobee County, Florida",40228,21767,18461,18611,27884,2200,641,169,52,37383,4003,2964,6967,8273,3958,4315,13963,69,14.9,92.4,2.14278611912101,20.565277915879488,862,92.9278114745948,34.70965496668987,0.5410907825395247
12095,"Orange County, Florida",1290216,633835,656381,27394,853821,187206,66342,17582,8420,1278710,109785,97378,207163,209366,95723,113643,631669,7621,13.37,92.2,7.157251188948207,16.22720536716333,92344,99.10821133825654,48.95839146313485,0.4912627032992925
12097,"Osceola County, Florida",325168,160216,164952,20165,212567,28215,9030,1945,1201,323420,31624,27773,59397,57416,26655,30761,143390,914,14.99,92.3,3.7445259066082763,17.657334055011564,12176,99.46243172759927,44.09720513703685,0.49271761058898783
12099,"Palm Beach County, Florida",1426772,691154,735618,36303,1037150,225909,88362,31251,15224,1414266,112943,96966,209909,189156,84155,105001,644526,7218,12.96,92.3,9.450493842043437,13.257619297266837,134837,99.12347593028178,45.17372081874329,0.4844179728786379
12101,"Pasco County, Florida",498136,242448,255688,26624,360564,54229,21120,4012,2434,492284,33688,29446,63134,66457,29897,36560,200176,2407,10.58,91.6,5.533830118682448,13.341135754091253,27566,98.82522042173221,40.185009716222076,0.4867104565821382
12103,"Pinellas County, Florida",949842,456017,493825,32120,722933,141166,51953,15712,8434,938695,62802,55582,118384,127948,57221,70727,433140,5505,12.11,91.4,8.011753533745612,13.47045087498763,76099,98.8264363967902,45.60126842148484,0.4800977425719225
12105,"Polk County, Florida",652256,319775,332481,22579,448680,58147,22271,4096,2891,643984,48905,43944,92849,110557,49520,61037,259176,2695,12.95,92.7,4.485662071333954,16.949939900897807,29258,98.73178629249865,39.73531864789285,0.490259959279792
12107,"Putnam County, Florida",72435,35683,36752,18950,51221,4042,1651,415,292,71289,6536,5418,11954,19546,8660,10886,24682,165,14.99,91.3,3.255332366949679,26.98419272451163,2358,98.41789190308552,34.07468765099745,0.4926209705252985
12109,"St. Johns County, Florida",226578,110112,116466,39563,159705,43552,17785,4622,2662,224907,9845,9928,19773,20330,9055,11275,101802,1095,13.09,90.9,11.06418098844548,8.972627527827061,25069,99.26250562720122,44.93022270476392,0.4859783385853878
12111,"St. Lucie County, Florida",298763,146025,152738,24940,214460,27447,10928,2402,1205,296498,23740,22081,45821,49214,22431,26783,119494,1836,17.92,91.7,4.86506026516001,16.472588640494305,14535,99.24187399376764,39.996251209152405,0.48876534242861397
12113,"Santa Rosa County, Florida",166778,85374,81404,28908,115208,20652,8098,1536,961,157339,9674,8094,17768,18073,7891,10182,72276,427,17.32,90.6,6.3527563587523534,10.836561177133675,10595,94.340380625742,43.336651117053805,0.51190204943098
12115,"Sarasota County, Florida",404839,193328,211511,37054,321126,64876,29833,8665,5406,401034,25790,22712,48502,41926,18572,23354,157707,1004,17.03,92.3,10.844804971853009,10.356215680801505,43904,99.06012019592974,38.955486008018,0.47754292447120955
12117,"Seminole County, Florida",449260,217099,232161,31363,313146,79651,27710,6425,3895,446400,26565,23885,50450,52509,23946,28563,218473,2283,13.02,92.2,8.46503138494413,11.687886747095224,38030,99.3633975871433,48.62952410630815,0.48323687842229446
12119,"Sumter County, Florida",116754,58883,57871,33168,104244,18855,10335,1684,1354,107584,3324,3656,6980,9895,4068,5827,22900,1490,10.79,92.1,11.453997293454615,8.475084365417887,13373,92.14587937029995,19.61388903163917,0.5043338986244582
12121,"Suwannee County, Florida",43814,22204,21610,21565,30583,2955,989,94,159,42328,3618,2434,6052,8576,4183,4393,16195,290,10.74,91.8,2.834710366549505,19.573652257269366,1242,96.60839001232483,36.963071164467976,0.5067786552243575
12123,"Taylor County, Florida",22350,12547,9803,16979,16155,953,349,57,31,18413,1315,975,2290,2992,1320,1672,6729,138,11.23,90.8,1.9552572706935123,13.387024608501118,437,82.3847874720358,30.107382550335572,0.5613870246085011
12125,"Union County, Florida",15300,9922,5378,13485,11304,723,172,26,16,9967,567,662,1229,2134,894,1240,3741,57,12.48,91,1.3986928104575163,13.947712418300654,214,65.14379084967321,24.45098039215686,0.6484967320261438
12127,"Volusia County, Florida",518660,252651,266009,25871,381262,56598,20769,5171,3978,513218,40288,32495,72783,81729,37395,44334,208891,2446,11.22,91.8,5.768326071029191,15.757721821617244,29918,98.95075772182162,40.27513207110631,0.4871225851232021
12129,"Wakulla County, Florida",31586,17528,14058,22846,22804,2733,1046,141,128,28013,1827,1329,3156,3540,1520,2020,13426,62,11.69,91,4.163236877097448,11.207496992338378,1315,88.68802634078389,42.50617362122459,0.5549293991008675
12131,"Walton County, Florida",63457,32216,31241,30853,46316,8178,2933,828,442,61322,5876,4127,10003,10410,5480,4930,27272,475,14.9,90.4,6.623382763130939,16.404809556077343,4203,96.63551696424351,42.97713412231905,0.5076823675875002
12133,"Washington County, Florida",24472,13300,11172,18718,17464,1251,554,52,116,22045,1513,1424,2937,4636,2463,2173,8770,184,10.43,91.6,2.950310559006211,18.944099378881987,722,90.08254331480876,35.836874795684864,0.5434782608695652
13001,"Appling County, Georgia",18471,9090,9381,19936,12366,819,425,122,59,18020,1641,1512,3153,4435,1905,2530,6891,43,7.58,92.6,3.280818580477505,24.010611228412106,606,97.55833468680635,37.30713009582589,0.49212278707162577
13003,"Atkinson County, Georgia",8313,4112,4201,19904,5242,252,129,23,24,8288,1090,965,2055,2262,944,1318,3219,72,8.06,92.2,2.1171658847588115,27.21039335979791,176,99.69926620955131,38.72248285817395,0.49464693853001324
13005,"Bacon County, Georgia",11279,5599,5680,18856,7454,535,274,70,0,10637,1030,951,1981,2466,1081,1385,4335,56,8.33,92.8,3.0499157726748827,21.86364039365192,344,94.30800602890328,38.43425835623726,0.4964092561397287
13007,"Baker County, Georgia",3251,1547,1704,22270,2308,138,102,12,3,3251,342,209,551,634,302,332,1238,7,9.22,90.6,3.598892648415872,19.501691787142416,117,100,38.08059058751154,0.4758535835127653
13009,"Baldwin County, Georgia",45527,22893,22634,20114,28061,3013,1651,325,450,43600,3124,2287,5411,11610,5263,6347,16917,191,10.14,91.5,5.328706042568147,25.50135084675028,2426,95.7673468491225,37.15816987721572,0.5028444659213214
13011,"Banks County, Georgia",18363,9245,9118,19451,12610,923,403,119,58,18359,1637,1479,3116,2629,1300,1329,7674,23,7.26,89,3.15852529543103,14.31683276153134,580,99.97821706692807,41.79055709851332,0.5034580406251702
13013,"Barrow County, Georgia",75099,37033,38066,22978,48812,5756,1921,493,251,74958,6136,5509,11645,9829,4055,5774,33729,177,7.97,89.2,3.5486491164995537,13.08805709796402,2665,99.81224783286062,44.91271521591499,0.4931224117498236
13015,"Bartow County, Georgia",102623,50888,51735,24931,68263,8715,3312,918,283,101698,8096,7247,15343,14417,6324,8093,45999,560,8.22,88.9,4.397649649688666,14.048507644485154,4513,99.09864260448437,44.82328522845756,0.4958732447891798
13017,"Ben Hill County, Georgia",17272,8259,9013,16635,11412,709,334,84,41,16949,1503,1601,3104,5139,2088,3051,6094,114,7.96,91.3,2.65748031496063,29.753358036127835,459,98.12992125984252,35.28253821213525,0.47817276516905977
13019,"Berrien County, Georgia",19014,9297,9717,18064,12923,943,424,113,34,18757,2120,2092,4212,4445,1973,2472,7022,94,7.64,90.7,3.0030503839276323,23.377511307457663,571,98.64836436310087,36.93068265488587,0.48895550646891767
13021,"Bibb County, Georgia",153923,72312,81611,23426,99658,14848,6656,2289,1471,150403,10925,10697,21622,39473,16316,23157,59270,934,10.49,91.7,6.76701987357315,25.644640502069215,10416,97.71314228542843,38.50626612007302,0.4697933382275553
13023,"Bleckley County, Georgia",12779,5909,6870,20667,8035,748,409,102,122,12424,792,656,1448,2591,1106,1485,4126,9,10.1,91.7,4.953439236246967,20.27545191329525,633,97.22200485170984,32.287346427733,0.4623992487675092
13025,"Brantley County, Georgia",18411,9070,9341,18220,12397,543,275,98,56,18354,1775,2100,3875,3970,1646,2324,6345,45,7.16,93.4,2.3301287273912337,21.56319591548531,429,99.69040247678019,34.463092716310904,0.49264026940416056
13027,"Brooks County, Georgia",15629,7531,8098,20964,11034,1056,349,76,17,15564,1581,1444,3025,3641,1467,2174,5681,117,8.82,90.2,2.8280760125407896,23.296436112355238,442,99.584106468744,36.349094631774264,0.48186064367521914
13029,"Bryan County, Georgia",34883,17313,17570,29880,21990,4517,2085,267,265,33781,2167,1969,4136,4897,2194,2703,15955,274,7.54,91.9,7.50222171258206,14.038356792707049,2617,96.84086804460625,45.738611931313244,0.4963162572026489
13031,"Bulloch County, Georgia",73742,36288,37454,20526,40497,6282,3229,678,1100,72880,4850,5439,10289,20153,9325,10828,32205,222,6.59,91.3,6.789889072712972,27.329066203791598,5007,98.83105964036777,43.672533969786556,0.49209405766049197
13033,"Burke County, Georgia",22645,10752,11893,19720,14663,1046,440,174,55,22413,1741,1614,3355,6504,2663,3841,8594,46,8.86,91.8,2.954294546257452,28.72157209096931,669,98.97549127842791,37.95098255685582,0.47480680061823805
13035,"Butts County, Georgia",23556,12464,11092,21236,16454,1169,299,193,71,20914,1533,1189,2722,4892,2124,2768,8549,46,7.81,91.1,2.39004924435388,20.767532688062488,563,88.78417388351163,36.29223976906096,0.5291220920359994
13037,"Calhoun County, Georgia",6503,3915,2588,13865,4864,290,131,23,15,4642,387,484,871,1474,605,869,1594,3,10.95,90.3,2.5988005535906504,22.666461633092418,169,71.38243887436568,24.511763801322466,0.602029832385053
13039,"Camden County, Georgia",52252,26821,25431,26854,32402,4836,2136,390,284,48460,3363,2559,5922,6413,2803,3610,24097,294,7.81,91.9,5.377784582408329,12.273214422414453,2810,92.7428615172625,46.11689504707954,0.5133009262803337
13043,"Candler County, Georgia",10894,5353,5541,18233,7228,681,167,121,73,10621,1074,980,2054,3341,1506,1835,4186,13,6.61,91,3.3137506884523593,30.668257756563246,361,97.49403341288783,38.424821002386636,0.4913713970993207
13045,"Carroll County, Georgia",114898,56032,58866,23139,71749,8691,3486,1062,829,113725,8712,6982,15694,20705,8667,12038,48713,584,9.28,89.8,4.679802955665025,18.02033107625894,5377,98.97909450120977,42.39673449494334,0.487667322320667
13047,"Catoosa County, Georgia",65870,31953,33917,25643,45081,6169,2076,679,210,65387,4527,3986,8513,7045,2892,4153,30985,121,8.56,88.8,4.501290420525277,10.695308941855169,2965,99.26673751328374,47.03962350083498,0.48509184757856383
13049,"Charlton County, Georgia",12963,7393,5570,19102,8975,250,284,105,131,11868,1187,1128,2315,2719,1519,1200,4358,76,8.73,93.5,4.0114171102368275,20.97508292833449,520,91.55288127748206,33.61876108925403,0.5703155133842475
13051,"Chatham County, Georgia",285506,137781,147725,28765,189667,38595,17130,4190,3143,277596,22049,20876,42925,47119,19643,27476,132581,1247,9.26,91.5,8.568296287993947,16.50368118358283,24463,97.22948029113223,46.43720272078345,0.4825853046871169
13053,"Chattahoochee County, Georgia",11096,7455,3641,22774,4948,1224,305,54,50,6395,375,207,582,1139,657,482,6526,79,11.14,89.6,3.6860129776496033,10.264960346070657,409,57.633381398702234,58.813987022350396,0.6718637346791637
13055,"Chattooga County, Georgia",24880,12730,12150,17716,17190,1015,569,115,36,23173,1755,1872,3627,5152,2193,2959,8687,44,7.51,89,2.8938906752411575,20.707395498392284,720,93.13906752411576,34.915594855305464,0.5116559485530546
13057,"Cherokee County, Georgia",235896,116132,119764,33466,156284,38336,12712,2999,1716,234834,15566,12095,27661,22072,10613,11459,115442,1627,8.89,87.4,7.387577576559162,9.35666564926917,17427,99.54980160748805,48.93766744667141,0.4923016922711703
13059,"Clarke County, Georgia",123554,58788,64766,21203,68176,14124,8355,1770,3890,122682,9095,8907,18002,38618,18177,20441,56169,535,8.25,89.7,11.34321834987131,31.255969049970055,14015,99.29423571879502,45.46109393463587,0.47580814866374216
13061,"Clay County, Georgia",3024,1495,1529,14559,2063,61,103,11,8,2968,435,302,737,1230,466,764,857,0,12.77,91.3,4.034391534391534,40.67460317460318,122,98.14814814814815,28.33994708994709,0.49437830687830686
13063,"Clayton County, Georgia",274150,129364,144786,19498,168512,21663,7919,1569,1002,270576,28842,27940,56782,58701,24813,33888,118585,1473,8.2,90.4,3.8263724238555534,21.41200072952763,10490,98.69633412365494,43.25551705270837,0.4718730621922305
